call_id,customer_name,call_timestamp,day_of_week,hour_of_day,wait_time_minutes,issue_category,resolution_status
5b83b8da-f986-48bb-8cf1-431d06bba43a,Matthew Hess,2026-04-16 00:01:27.252903,Thursday,0,2,Service,False
43e0367e-a104-4f71-a65c-995fdc53c208,Timothy Castro,2026-01-31 06:59:39.007061,Saturday,6,14,Account,False
848dcb48-1e05-41be-8960-6281d56ee24b,Angela Petersen,2026-03-04 21:28:52.877651,Wednesday,21,9,Technical,True
edb6e4f6-c143-4680-b7bc-cc726c0fe323,Sean Martin,2026-01-02 22:07:09.111953,Friday,22,21,Billing,True
3e9220e5-a65e-42ff-9912-52286309dd93,Katherine Bell,2026-05-07 14:06:52.912106,Thursday,14,14,Account,False
3f280163-0809-46c0-8820-eebd4152a932,Douglas Sanchez,2026-03-10 07:57:59.215899,Tuesday,7,15,Account,True
9b8f54a6-0a22-4077-b026-909c1aa36c8f,Nancy Marks,2026-03-05 12:04:21.879105,Thursday,12,27,Billing,True
f3aebcc5-10f4-4080-a15f-2c864dafa6dd,Jared Fox,2026-02-23 11:37:15.007144,Monday,11,30,Account,True
6b083c07-d312-498a-8194-9e9244f8ea13,Tara Nelson,2026-01-17 16:26:05.369581,Saturday,16,17,Account,True
31eb13e9-36cf-4dba-9250-6a9776bd7bd9,James Martin,2026-01-19 05:00:23.758059,Monday,5,30,Billing,True
c948abfe-ccf9-4954-a141-e75f27f595eb,Sarah Wright,2026-04-18 08:15:10.159981,Saturday,8,15,Billing,True
2ad15635-ceb6-4ce5-a523-6cf4ed7e0a28,Karen Smith,2026-01-15 19:53:25.234666,Thursday,19,5,Technical,True
210d49a7-cfe0-49b9-b1e6-a78a6364d4f9,Vanessa Hernandez,2026-04-17 08:59:06.979176,Friday,8,20,Account,True
d1d0a1eb-d37c-4e43-8cc5-7e1ab91043f6,Megan Schmidt,2026-05-07 01:53:12.059760,Thursday,1,13,Technical,False
160f151f-a365-44c9-9c6c-807483be0de4,Robert Beard,2026-03-08 07:27:37.341445,Sunday,7,13,Account,True
802def22-362c-4dc2-a65b-567e06471290,Samuel White,2026-04-06 21:26:34.160614,Monday,21,19,Service,True
d7146cd1-e9ee-4202-83b5-059c67881708,William Jones,2026-01-18 09:00:56.173228,Sunday,9,18,Account,False
37d303c8-26ae-49a4-92c6-6443e2330f5b,Mary Lewis,2026-03-23 19:45:38.643122,Monday,19,22,Service,False
c7dccb5d-8297-4cff-9344-c295e9cafe8b,Erica Miller,2026-03-06 06:14:04.318061,Friday,6,19,Technical,False
c9d548cf-bca9-40a7-baba-6211c5fc058d,Alyssa Ellis,2026-02-08 15:54:26.723494,Sunday,15,26,Account,False
df7fdc17-57de-4d44-a45c-4b6f7c930ec4,Tiffany Miller DVM,2026-02-11 04:05:54.380320,Wednesday,4,9,Technical,True
f2518573-5cd2-40e7-a125-1e5482ce2031,Margaret Garcia,2026-03-05 03:01:27.203288,Thursday,3,10,Billing,False
c62c2041-9057-488c-8f1b-dbdf574a652c,Vincent Perez,2026-04-06 02:38:14.069447,Monday,2,26,Service,True
b246848f-d758-4765-bee0-c4d34e2c2f63,Rebecca Howard,2026-01-30 01:48:22.183305,Friday,1,12,Account,False
9d452a39-2f16-4f93-b9d5-bc9099bd059a,Makayla Hayes,2026-03-30 09:51:29.457382,Monday,9,38,Service,False
d9c492df-c684-40e0-bbfc-956cecdaecc5,Tyler Perkins,2026-04-16 16:05:55.419452,Thursday,16,25,Account,True
60f38632-b1c4-43b4-a3c1-823571f4a483,Jeffery Hubbard,2026-01-16 10:12:49.161425,Friday,10,32,Billing,True
45760c2c-c732-472f-9c74-b59ad50a0aad,Clinton Michael,2026-05-08 04:11:55.104350,Friday,4,22,Service,False
965c4b97-7d5c-42ee-865e-006ed8094420,Justin Fletcher,2026-02-26 21:17:55.635723,Thursday,21,10,Service,False
e134a3f0-b03a-4da4-b02e-3c892da8478c,Jenna Livingston,2026-03-31 00:38:10.079140,Tuesday,0,13,Billing,True
21297751-3c45-4492-8a8a-ad09d4337361,Erik Watkins,2026-02-20 02:20:25.323249,Friday,2,21,Technical,False
d062635c-53b2-4bfc-9789-5f6b6d43f9eb,Wesley Gonzalez,2026-03-26 17:10:21.859292,Thursday,17,12,Service,True
f9bb0ae9-03cd-430a-b52f-c56171feb3bc,Thomas Woodard,2026-03-03 22:12:28.526237,Tuesday,22,13,Billing,False
13517066-eb71-4cc8-847a-77760bf3b070,Ross Fernandez,2026-03-29 07:51:28.417735,Sunday,7,15,Service,False
d1ab5abe-381b-4271-a87e-e0764bc06de5,Mr. Seth Watkins DVM,2026-04-17 22:30:56.584923,Friday,22,13,Billing,False
315a5dc9-873f-4cb9-ba61-02f6a8290c89,Cesar Fisher,2026-02-18 19:54:01.705785,Wednesday,19,13,Account,False
cfb8b1c6-7473-4fe3-acbc-30c696555fc3,Jessica Torres,2026-03-26 03:09:05.647649,Thursday,3,15,Technical,False
0bf95c6b-fae0-4b72-8ce2-0467019fd225,Jeremy Rodriguez,2026-01-04 04:20:47.921396,Sunday,4,5,Service,True
48873ce0-a2b9-4f68-8f7f-642d9f041ddf,Erica Raymond,2026-04-27 17:42:55.814230,Monday,17,26,Account,False
55d91534-3ab3-41ea-acd6-6f060b055467,Kathy Johnson,2026-03-18 10:42:43.550993,Wednesday,10,33,Technical,True
6337d767-3fce-4c65-856d-841a6d8417d9,Jason Perez,2026-04-08 10:10:55.506247,Wednesday,10,40,Billing,True
9b95c166-ba5b-4a83-af5d-94605cb2ad2a,Cynthia Cochran,2026-01-24 02:07:49.345260,Saturday,2,14,Account,True
c94d5e52-a6ca-4c2a-8d38-0162a458c4e8,Jonathan Black,2026-04-16 05:49:22.620147,Thursday,5,3,Service,True
7a16cc13-75de-46f5-aa02-40ad5dee7df1,Nathan Barrett,2026-03-15 11:09:51.399347,Sunday,11,19,Account,True
2ffbd87a-83ec-4c8d-9ab2-c51e9448428b,Michelle Graves,2026-05-02 00:42:32.315368,Saturday,0,13,Service,True
e41b9a4e-e3da-42ae-ae03-e490c82b2756,Scott Hart,2026-01-06 23:01:34.919261,Tuesday,23,14,Technical,False
5ea7354e-b44a-469c-a98b-d4d733d735b7,Amanda Patton,2026-01-17 12:00:48.631711,Saturday,12,34,Account,False
1262d875-3b35-43d9-afd7-9c6e32aa01c2,Jennifer Lawson,2026-04-25 22:35:59.008488,Saturday,22,10,Technical,False
768fc12c-c4df-4146-a70e-94eee4f14564,Virginia Phillips,2026-01-29 08:22:32.024307,Thursday,8,3,Account,False
bd707e3f-3d78-4bf3-a47a-69d1d64f70c9,Ashley Valencia,2026-01-21 19:04:45.585140,Wednesday,19,15,Account,True
3549a934-93cb-4121-ac39-28108027c717,Karen Williams,2026-01-26 02:07:51.194351,Monday,2,17,Service,False
33704c0f-2bd4-4610-8208-410852a8dadd,Alice Garrison,2026-02-07 15:58:20.930716,Saturday,15,40,Billing,True
737de036-4ace-417b-90f2-c137eddc8642,Lee Scott MD,2026-04-15 21:46:03.450553,Wednesday,21,2,Billing,True
244cda64-7923-4181-b5d4-36e930cb7489,Christina Stephens MD,2026-01-21 04:32:52.316036,Wednesday,4,2,Account,True
5be0f471-5ca5-428c-b464-aa821c96ca93,Karen Miller,2026-04-26 22:11:16.699556,Sunday,22,11,Technical,False
654cfc93-ff54-46ad-8736-87b731538fbf,Sarah Barker,2026-02-14 07:35:31.568610,Saturday,7,4,Billing,True
37557431-c66c-4bac-a01f-d8f73ba77e6e,Toni Myers,2026-01-13 07:22:56.226948,Tuesday,7,6,Service,False
2b6e0093-0dbb-4cd6-80a8-fbff0cfb2011,Debbie Owens,2026-01-31 23:00:45.220039,Saturday,23,4,Billing,True
e1b5d417-c661-4dc1-a569-d4c589264001,Peter Wong,2026-04-27 10:11:26.345170,Monday,10,24,Technical,True
ddbe5fbb-bf12-4050-9f2f-7bcb79f61473,Cristian Lopez,2026-01-20 11:43:44.967966,Tuesday,11,34,Account,False
865e6e84-6c97-4077-9591-df4672ecfa58,Melissa Walls,2026-04-09 06:38:04.957165,Thursday,6,11,Account,True
f013c103-f57b-4cff-b834-0b33439932dd,John Turner,2026-01-19 14:30:26.931817,Monday,14,26,Technical,False
dc00d20c-7df1-4115-bbc3-8be7a354506d,Julia Wells,2026-03-22 12:24:07.385989,Sunday,12,30,Billing,True
ab77ed21-969c-453f-801a-6d2f90e342f9,Mary Adams,2026-04-18 14:54:51.838798,Saturday,14,42,Billing,False
4e14b9c8-e1d8-4711-af65-42b689b1d00e,Dominic Owens,2026-04-07 02:23:49.017289,Tuesday,2,12,Technical,True
87fc85a0-49cb-4317-add6-1add13c7110f,Keith Atkins,2026-03-23 22:04:31.503433,Monday,22,21,Technical,True
feeeefa3-0b10-4855-97bf-cdf9e89b689f,Jennifer Snow,2026-01-06 09:09:45.070298,Tuesday,9,29,Technical,False
5430867c-ed15-4355-92a5-5bd40a4c603e,Erica Li,2026-02-05 18:28:05.140956,Thursday,18,8,Technical,True
bb53ebff-9203-4bba-98fa-801605d07549,Deanna Leach,2026-01-17 05:26:27.840127,Saturday,5,9,Service,False
62a1abd1-a096-4299-ab27-4680f7d1bb9d,Jose Mahoney,2026-04-28 11:24:39.733099,Tuesday,11,27,Billing,True
1d3a7c3d-5c66-41e7-a3d1-c5b44dbe8839,Savannah Vincent,2026-01-01 18:22:48.363590,Thursday,18,13,Technical,True
6cfeeb0c-5ccb-4fca-a79d-65b79e0a95f3,Kimberly Acosta,2026-05-07 09:24:53.039901,Thursday,9,24,Account,False
313adbd7-18d5-4695-9a4b-42f8a0f66df7,Joseph Phillips,2026-05-01 08:25:32.202770,Friday,8,15,Billing,True
638b45d9-ceb1-4580-bfe5-01f874313259,Carol Jones,2026-04-22 02:40:28.666902,Wednesday,2,3,Technical,False
9de41104-8cde-444c-82e3-55f5d240cf2b,David Levy,2026-02-10 14:21:30.029966,Tuesday,14,29,Account,True
1f39c762-1824-4893-aba0-fc77a0dadf59,Allison Lee,2026-01-25 02:48:54.720915,Sunday,2,2,Service,True
61b01b26-c9c7-4e53-ba25-dfd410916ef0,Karen Guerrero,2026-01-24 09:06:59.247662,Saturday,9,43,Technical,True
27f6d42c-85e6-4177-91b3-49a82e8be45c,Julie Kelly,2026-04-30 23:32:57.655596,Thursday,23,2,Technical,False
7b17c2ec-7283-47d0-8932-8ce0ba112510,Olivia Wilson,2026-03-11 03:32:15.697820,Wednesday,3,8,Account,True
9cb259a7-fa2f-4666-878f-cf917a46f985,Brittany Nelson,2026-04-06 00:49:26.108336,Monday,0,23,Billing,False
53336fd2-fda5-4faf-b1e3-f63a259e6d7e,Nicole Wilson,2026-03-07 09:25:43.437274,Saturday,9,34,Billing,True
fe1daf82-385b-4bf6-8ccd-9724e911cf7f,Stephen Stone,2026-03-19 15:36:26.640580,Thursday,15,32,Account,True
ff0bb6ea-4e4b-4634-b806-fbbac3d528b3,Brittany Olsen,2026-02-07 16:32:51.733160,Saturday,16,15,Billing,False
356309c2-45f8-4c40-b7de-61817208cef2,Rachel Castillo,2026-02-24 00:16:32.143422,Tuesday,0,7,Technical,True
b111f8d9-2859-47fd-8a23-0abd32a05144,Mercedes Thompson,2026-05-03 08:43:34.547257,Sunday,8,3,Technical,False
a0e63ced-8aab-4734-9f01-76d140ae8428,Virginia Scott,2026-03-27 16:06:08.503423,Friday,16,22,Account,False
73a2c3f0-e54b-45a8-b515-7947cd96f60a,Jessica Hall,2026-05-08 09:22:50.946085,Friday,9,18,Account,True
a7f3763a-9a34-4b73-88f4-9ee6b6cc1a31,Brandon Crawford,2026-04-22 08:04:24.445443,Wednesday,8,7,Technical,False
41952236-0ce8-44e4-bdc2-0be1edfb7c2b,Aaron Mitchell,2026-04-08 03:51:43.327234,Wednesday,3,11,Billing,True
44415cd2-d246-4199-a30b-c954dc6ac019,Jared Howell,2026-03-02 00:28:35.523831,Monday,0,23,Account,True
888da48d-b25e-4899-8503-fbbb37726ea3,Anna White,2026-04-09 19:16:11.674217,Thursday,19,3,Billing,True
92598658-b4c2-4935-bfa4-11cf6aa67047,George Roth,2026-02-19 17:01:58.300457,Thursday,17,14,Account,True
148a4768-df62-4350-918d-5140fc77925d,Jennifer Washington,2026-03-24 21:15:55.268166,Tuesday,21,12,Technical,False
e6c6ccb1-7cac-4472-93a7-c59edc5d3975,Justin Holland,2026-03-25 21:09:42.680718,Wednesday,21,12,Technical,True
b6a08722-c677-41a6-947c-54d60b0f591b,Tyler Costa,2026-04-22 05:05:34.496592,Wednesday,5,4,Technical,True
13159682-9e68-432f-8aa6-97bdfc8a5732,Charles Taylor,2026-05-08 15:34:36.104218,Friday,15,17,Billing,False
9283a8dc-1733-41c4-8928-62d19ab036d5,Gregory Gilbert,2026-04-01 06:26:58.253737,Wednesday,6,9,Billing,False
6cd8087c-c0fc-4aeb-bb03-d1ab6ae78fe5,Collin Jordan,2026-01-29 21:31:47.978482,Thursday,21,12,Service,True
d676bc36-8191-42af-bae0-51aa4b885c08,James Cannon,2026-04-07 21:07:50.911039,Tuesday,21,13,Technical,False
6774bdef-790e-4c4b-83c9-f816fb459b80,Alicia Ortiz PhD,2026-01-27 20:32:54.754198,Tuesday,20,6,Service,True
3967468c-dd19-4a20-9d3e-7a6e86345551,Casey Snyder,2026-03-20 20:39:19.931260,Friday,20,8,Account,True
7b07f87b-aa41-4210-8db2-df6211807520,Kimberly Lee,2026-05-09 17:39:13.443177,Saturday,17,12,Account,False
c6067fd0-7c77-49b8-93ae-a2cebd5aa5ae,Jesse Orozco,2026-01-11 04:28:32.634371,Sunday,4,6,Technical,False
ba2e7814-0e98-44ac-a6e2-f10343b7b92d,Mariah Johnson,2026-01-23 16:44:25.655519,Friday,16,40,Billing,True
7035f376-0fb4-4af0-87c5-660edbf7c666,Julie Parrish,2026-04-14 13:35:09.449994,Tuesday,13,15,Service,False
e4eddf48-ecda-4d60-9833-7087a8887edc,Sharon Simpson,2026-04-15 06:25:48.820464,Wednesday,6,3,Technical,False
56fafe83-8eb3-4cc7-8de8-474fed8cc0e8,Sara Edwards,2026-02-04 01:17:36.098314,Wednesday,1,6,Billing,True
3371eaa3-c7e4-48f0-a95e-6270c43301bf,Jeffrey Brown,2026-04-22 16:10:23.320778,Wednesday,16,27,Service,False
8fbe1330-8c41-4f9d-9217-03849557782c,Jason Henderson,2026-02-20 13:10:33.302380,Friday,13,46,Billing,False
c720add0-2143-425c-898b-d5b682b0b326,Samantha Lam,2026-02-13 17:39:19.306477,Friday,17,7,Account,False
e0da7212-74e6-46d9-85ce-09738d62be62,Nina Wise,2026-02-14 23:50:04.008243,Saturday,23,5,Billing,True
5cfb5419-1913-45ca-b0b5-82dd7ef25c9c,James Rivas,2026-01-16 12:32:10.345206,Friday,12,20,Billing,False
ef7e121f-bbde-4adf-9a8d-251dfbb85dee,Stephanie Navarro,2026-02-17 16:31:53.775991,Tuesday,16,26,Service,True
a4261c3c-6dfa-49d6-b2ed-9edf75422899,Brendan Patterson,2026-02-19 12:59:18.353425,Thursday,12,28,Service,False
4cfa562d-f267-4e8a-a0f4-cb2a4024b1c8,Charles Thomas,2026-01-22 11:40:59.280169,Thursday,11,28,Technical,True
0c1b570f-184b-461a-bdc1-b7abbfb53d6f,Matthew Harrell,2026-01-17 07:28:15.889410,Saturday,7,8,Service,False
e6dfc2b5-9d4d-435f-8f76-fd7e4ae96596,Derek Smith,2026-03-04 13:47:49.503854,Wednesday,13,14,Account,False
3bae8f91-d0a6-4a63-9b80-9d5941fdfe3b,Geoffrey Robinson,2026-03-27 22:03:53.187170,Friday,22,10,Technical,False
3ad9a945-33a4-42a3-bdda-9cd3a420347f,Michael Smith,2026-01-03 07:12:30.456086,Saturday,7,4,Service,True
8c6b1819-2740-4c70-a9b6-021119027ed9,Aaron Gross,2026-03-26 08:25:47.163036,Thursday,8,7,Billing,True
d0f0ed98-45e5-48a5-bcb3-3297b7fb6ba5,Daniel Cooper,2026-01-12 23:35:30.861223,Monday,23,23,Service,True
11b9dac8-828e-4ad9-b889-54debb55d845,Sarah Erickson,2026-03-25 01:27:53.980459,Wednesday,1,9,Service,True
9f65ad8a-a517-41ad-becb-53e71db18eae,Frank Bush,2026-03-31 18:30:14.586473,Tuesday,18,7,Account,False
90a3d91c-f035-4c5b-bd31-73ff785e1d31,Courtney Hayden,2026-02-03 08:00:36.503280,Tuesday,8,10,Billing,False
40875acb-6084-4dba-ab9f-78fda33a41c9,Vanessa Jackson,2026-05-04 21:39:41.582329,Monday,21,24,Billing,False
80944b49-3ee2-423c-87a1-c06c4ce3b550,Michael Mcneil,2026-02-27 19:30:23.462677,Friday,19,16,Billing,True
d84bdf33-b646-4c53-b99e-a41b75b95337,Donald Boyer,2026-04-15 09:24:56.010579,Wednesday,9,28,Technical,False
78ea77f4-c1af-4ac8-b9e8-2e57261d2299,Dr. Adam Collins MD,2026-04-08 09:44:20.152038,Wednesday,9,17,Technical,True
9dd38f9d-5229-4a34-8a26-1d72a25d7d95,Robert Reynolds,2026-02-21 11:14:27.898810,Saturday,11,26,Billing,True
9fda7a9e-b8f8-4073-9f6b-52ff3ad5b19b,Caroline Reed,2026-04-07 00:40:29.878605,Tuesday,0,14,Technical,True
83c6dcf3-08aa-4a1d-8884-6bfa1410225c,Brian Thomas,2026-03-05 23:34:54.868622,Thursday,23,8,Technical,True
ae0bf1d0-68ca-4910-ad5a-f5e0cf6c70c8,Danielle Garcia,2026-03-03 14:11:53.548560,Tuesday,14,33,Billing,False
38f3e805-a485-4728-a4aa-d7d7e8019a5e,Ryan Thomas,2026-04-14 19:26:07.873920,Tuesday,19,2,Service,False
69f59342-5ba8-4bb1-af1c-851f5bfa46ae,Deborah Callahan,2026-02-08 19:50:34.481859,Sunday,19,8,Account,True
81cbdaca-2e01-4aae-972e-cbc518b93990,Aaron Duncan,2026-02-22 12:54:19.905921,Sunday,12,20,Technical,True
23b62221-aa37-46a9-9c96-59fdb87d2363,Amy Johnson,2026-03-18 18:44:16.119368,Wednesday,18,12,Service,True
28bee82d-2965-4d38-92e3-03fb82ed5ac1,Deanna Hutchinson,2026-02-07 12:58:51.524366,Saturday,12,43,Technical,True
7cf7f5cb-f1c5-4f03-9b00-1317d5f9c6e6,William Morrison,2026-03-03 20:19:33.942392,Tuesday,20,5,Billing,False
f37ba125-99a9-4588-b0f6-bd7774753b30,Kevin Herman,2026-02-19 11:43:11.777557,Thursday,11,16,Service,False
5a0e9bf1-9ac1-441b-913b-24b346bb9938,Jeremy Oneal,2026-05-10 06:13:43.971313,Sunday,6,6,Billing,False
711c33c0-a412-4a26-82b2-06d12ce73c59,Olivia Howell,2026-01-12 12:00:28.908931,Monday,12,23,Service,True
3a649688-5a9b-4437-81d0-fd1cfb532469,Misty Watkins,2026-02-15 03:08:45.399326,Sunday,3,6,Account,True
3108ec7d-5dea-4758-b3dd-4f8717099644,Kelly Hernandez,2026-04-03 16:06:52.188736,Friday,16,29,Billing,False
74c4464b-1af7-4fb8-ba40-7f90dfe0f502,Gregory Jones,2026-02-07 13:09:58.568942,Saturday,13,20,Billing,True
c66bd63a-e130-4192-8fd2-4a6e4260c62b,Timothy Rodriguez,2026-03-26 14:20:06.680873,Thursday,14,36,Service,True
0b4658dc-ad0a-4565-b06f-81ae842cfdb7,Logan Forbes,2026-04-25 02:24:56.612655,Saturday,2,3,Billing,False
123fe6af-2821-482c-98e1-39f1503a5ff6,Matthew Bennett,2026-03-03 21:47:16.382266,Tuesday,21,13,Account,False
99d6cc17-a168-41d1-9041-f1d8c730a6b6,Julie Johnson,2026-03-12 12:38:06.926278,Thursday,12,31,Technical,True
f01be95a-425f-4169-bb9c-6db4427b4b06,Garrett Meza,2026-01-24 10:39:44.163804,Saturday,10,37,Account,True
5fe03ab2-7cfc-4928-b900-eba44046efbb,Jose Sims,2026-01-26 15:58:37.577396,Monday,15,55,Billing,False
cf007697-baf2-4a11-8015-e0928d4ac3ac,Lauren Barnes,2026-03-28 10:47:46.048151,Saturday,10,45,Account,False
f86b3ff8-6d60-4793-ba22-01c4fa111662,Erin Hill,2026-04-27 07:33:03.103225,Monday,7,24,Account,True
a996580d-dd50-4a2e-a152-343457ed0e07,John Christensen,2026-03-10 23:08:44.492814,Tuesday,23,5,Billing,False
900fb65a-a439-4797-a9e6-0196c79d5795,Jessica Gonzalez,2026-02-09 04:02:40.399808,Monday,4,17,Technical,False
a6bf18ca-3c3b-4de3-bfa0-d199cf6acd0c,Jose Pierce,2026-02-14 17:28:20.638843,Saturday,17,4,Technical,False
a0d35663-84cc-4ad6-8436-6aaecaede170,Brian Wilson,2026-03-30 20:18:17.775752,Monday,20,10,Technical,True
9f734ef9-5999-4bbe-963c-58585a19c4bb,Cassandra Stone,2026-02-13 21:09:08.959793,Friday,21,23,Account,True
3dbd472f-ebf9-413d-83b3-d22d726c4a8f,Kim Martin,2026-05-07 16:24:05.604903,Thursday,16,19,Service,False
7f681ec3-3ba1-49dc-8861-6111550ef5f6,Michael Steele,2026-05-10 02:08:46.749082,Sunday,2,12,Technical,True
847d629e-2e32-44dd-9af1-334d8a27d20a,Gary Mcmahon,2026-03-20 06:40:11.858242,Friday,6,13,Technical,True
d38c8d93-7130-4c08-97b0-75468573f2e9,Paul Smith,2026-01-28 12:47:12.491647,Wednesday,12,28,Billing,False
8afe8c89-bab5-4f3b-a5dc-e3b01284cdd6,Sarah Wiggins,2026-01-08 03:56:45.777348,Thursday,3,14,Account,True
5d1d4d8b-f0b4-434a-8474-c73fa35e932b,Daniel Bender,2026-05-06 16:34:35.973834,Wednesday,16,36,Technical,True
24ad975c-af71-409e-b730-006f67baa412,Nancy Wood,2026-02-04 08:57:47.182317,Wednesday,8,15,Account,False
e1d831e8-762a-4fd4-9f46-95d6db50206c,Linda Sanchez,2026-02-26 15:31:38.436663,Thursday,15,14,Technical,False
34e18413-3f57-46a6-98d2-b72183947a39,Michael Taylor,2026-03-28 03:03:02.879562,Saturday,3,7,Technical,True
03b212f8-3c0d-4223-a17d-f3174e8c819d,Matthew Williams,2026-02-24 19:29:32.036053,Tuesday,19,5,Service,False
754b6739-29c9-4a97-bf68-7877c603059b,George Houston,2026-03-05 04:47:34.425854,Thursday,4,14,Technical,True
2f8a409c-3d4e-47c6-a08a-eeed7e7bb5d4,Teresa Wagner,2026-04-22 09:14:15.699545,Wednesday,9,33,Billing,False
486e6374-a362-422f-91e5-bdd8990b757a,Brianna Williams,2026-02-28 17:21:38.145846,Saturday,17,8,Service,True
6421735b-6f18-4539-a968-1fcf1a44b54e,Curtis Lee,2026-01-15 19:28:33.995943,Thursday,19,9,Billing,False
f9540498-b36a-4d44-ad1a-e47918c664a6,Anne Haas,2026-04-14 00:41:33.874506,Tuesday,0,8,Billing,False
234b7c93-d6da-4d0a-bf52-46a6ee13fad7,Jennifer Taylor,2026-02-23 00:28:47.672882,Monday,0,16,Service,False
6c2aeafa-983d-4044-8df0-de620c263ab3,Guy Briggs,2026-04-06 15:28:09.220013,Monday,15,43,Service,False
9188c3ad-8646-45b8-92bd-67b8a33fdede,Michael Flores,2026-02-16 19:39:29.779967,Monday,19,9,Account,False
bb01e503-9ab6-4f2c-9e1a-b0cd1a80bf86,Michael Simmons,2026-04-14 17:32:27.971900,Tuesday,17,12,Account,True
3a547504-a2d8-435e-8d21-901e57faad7c,Jacqueline Moss,2026-05-08 09:47:21.798460,Friday,9,51,Technical,True
67ea3caa-2f56-47ef-95a8-fbbae9496704,Crystal Mills,2026-03-16 14:26:45.981627,Monday,14,25,Technical,True
59cb83ba-715b-4f43-b09b-820223ea9ab9,Bobby Blake,2026-04-13 00:50:25.728603,Monday,0,14,Billing,False
0cc9958b-2a07-424b-aff2-894eb51cea52,Brian Frederick,2026-02-10 21:28:25.046173,Tuesday,21,11,Account,False
ded41df5-0695-43a7-8dfe-f8364fbe675c,Laura Fitzgerald,2026-05-01 23:32:40.359432,Friday,23,28,Technical,True
9f183dad-bc62-4360-8a6c-76d325481ca2,Amanda Miller,2026-02-27 15:18:40.213988,Friday,15,53,Service,False
a0467fdb-abbc-4a19-a0f3-6aa5c49381e3,Samantha Garcia,2026-01-08 10:44:02.323243,Thursday,10,30,Account,False
c4146187-53bc-4191-8c10-6d02c0bb0dbb,Joseph Morgan,2026-03-20 01:05:29.130220,Friday,1,11,Technical,True
54005ad0-2534-4f3a-a62f-efbc38871843,George Sampson,2026-04-30 09:28:58.868451,Thursday,9,41,Service,False
122637d9-7ca8-4128-b3a7-3ba481e5905d,April Baker,2026-03-11 20:10:30.971800,Wednesday,20,4,Technical,True
524911cf-53bf-4a91-9da0-fe9a1193f007,Michelle Gomez,2026-04-27 17:16:36.466743,Monday,17,11,Account,True
47d3e7f2-afea-44e2-9669-ff542f6ff678,Nathan Garcia,2026-03-25 04:12:04.352296,Wednesday,4,10,Service,False
e13c309e-83c1-401e-9ef8-7eb9ce447151,Monica Rivers,2026-04-09 00:36:10.079105,Thursday,0,5,Service,False
fb819fa4-f002-4be1-9409-638dbe8d6d1d,Adam Arnold,2026-02-05 20:58:11.306433,Thursday,20,12,Service,False
1d406ec5-2c2f-43fb-a561-64fe751e2f14,Ryan Fox,2026-03-04 04:16:19.320765,Wednesday,4,6,Billing,False
0a302278-1e3d-4cbe-ae6d-4ffb466acdd6,Jacob Perez,2026-04-14 13:56:26.305005,Tuesday,13,25,Technical,False
510eff37-d058-46ac-b8cc-e16933ab0ac3,Carolyn Haynes,2026-03-05 16:59:05.146378,Thursday,16,30,Service,False
d948ec80-a613-434a-ab9f-5bc63267693a,Frederick Gray,2026-04-24 06:41:31.481298,Friday,6,17,Technical,True
d9aece64-c27f-43ca-8a0c-16da707f9ba5,Roy Parsons,2026-03-18 17:43:42.119401,Wednesday,17,5,Billing,False
8cb80cb3-6f60-4174-af87-488280863ebe,Derek Flores,2026-03-08 03:50:51.801409,Sunday,3,15,Technical,True
404841a9-fc5f-4197-bba9-cbbf9a384d5a,Zoe Caldwell,2026-02-13 19:01:29.508537,Friday,19,22,Account,True
cb87e3d9-6574-459a-b21d-a141e82337b6,Robert Cervantes,2026-03-17 05:36:29.773491,Tuesday,5,9,Billing,True
c9370bfc-186e-49b2-a426-19d1e3a87dfc,Cameron Grant,2026-01-08 15:56:51.865711,Thursday,15,11,Account,False
31c66835-54c5-42c0-ba43-209794d65c98,Tracey West,2026-03-27 11:20:42.369021,Friday,11,35,Account,False
11e8b9da-18a8-43ef-b3b8-dde95071f074,Christopher Clark,2026-02-15 06:07:30.232877,Sunday,6,6,Billing,False
d1536766-bbf4-4f12-9887-c01c28ed9619,Kimberly Hood,2026-03-11 21:40:17.356581,Wednesday,21,6,Service,False
a3fa8c68-e746-4b71-bbd3-85d5a547aadc,Sarah Garcia,2026-02-17 22:53:29.148122,Tuesday,22,13,Service,False
b264f95e-c4c5-4690-81de-08a52d2a4e92,Michael Smith,2026-04-19 21:36:09.973496,Sunday,21,6,Technical,True
b9d50950-9275-46f9-a46e-552454843c5c,Gene Martinez,2026-03-29 01:25:14.626998,Sunday,1,12,Account,False
d59301f0-2a65-47e1-b90a-1e7926b0ac69,Drew Manning,2026-03-20 20:56:05.204398,Friday,20,25,Account,True
d3335ff4-4d82-41dd-a85e-dd39bc97ae93,Emily Adams,2026-02-07 05:17:57.043107,Saturday,5,3,Billing,True
a8d04d2b-8e0d-44f0-a384-4cbd4886d37e,Crystal Carlson,2026-03-26 20:04:31.696170,Thursday,20,11,Technical,False
a45adc71-e12c-4194-a6d8-c4bbc7f7d910,Jacob Warren,2026-03-24 06:21:39.233369,Tuesday,6,14,Billing,False
32786a7e-a71b-413a-b6b9-507f40289c8c,Jeanette Johnston,2026-01-05 08:50:11.671377,Monday,8,24,Account,False
5cc292db-8098-441e-afc0-1e5be55d94f3,Charles Smith,2026-01-10 20:02:15.394800,Saturday,20,9,Billing,True
